"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pfkfb4",43.2663283699086,0.716545323123476,0.281264568464358,2.54758474213675,0.0108471504365109,0.0574412068626705
"Mat2b",64.0498179495119,-0.617578394524115,0.242488646952237,-2.54683426332021,0.0108705047587978,0.0574931926657713
"Ndufb5",183.848850292135,-0.403482885623051,0.159070324135357,-2.53650633967224,0.0111964715448912,0.0591435505611357
"Ubxn4",153.957891329155,-0.459479422843479,0.181236148770733,-2.53525263011812,0.0112366258114769,0.0592819252439038
"Irf9",73.87772951721,0.592078929913879,0.234132655324972,2.52881824234251,0.0114447277882538,0.0603049118073374
"Csnk2a1",111.180012163706,-0.455526865029658,0.180280366485919,-2.52676913137536,0.0115117149129456,0.060582717763668
"Bclaf1",150.557452021773,-0.410620802903561,0.162787486479252,-2.52243468944953,0.0116545589799718,0.0612585544405203
"Sec14l1",118.353829637843,-0.464292851929225,0.184327640391399,-2.51884552389078,0.0117740299325105,0.0618100186939086
"H2afv",100.150795635138,-0.506048581314343,0.201265593566666,-2.5143322927012,0.0119258008000435,0.0625294765404749
"Ppp1r11",115.925722062755,-0.467345770959997,0.185928296687675,-2.51358066139364,0.0119512444476656,0.062585616731487
"Slbp",74.2351062145416,-0.550587805750098,0.219950391109686,-2.50323631148048,0.0123063344987908,0.0639718514276188
"Nsd2",36.0271944452365,0.788377666908551,0.314858067248768,2.50391445833801,0.0122827726750804,0.0639718514276188
"Rnf10",61.2143653649446,0.598650660724846,0.239053429838458,2.50425463934731,0.0122709683403372,0.0639718514276188
"Smarca5",190.094622444515,-0.394241084033043,0.157459321245565,-2.50376466070374,0.0122879738661997,0.0639718514276188
"Evi2a",278.080301580293,0.34049239901946,0.136019104132165,2.50326894293183,0.0123051998213942,0.0639718514276188
"Tnf",315.318089272095,-0.321913962460045,0.128525850619324,-2.50466315460157,0.0122568060792556,0.0639718514276188
"Il1a",367.494457951304,-0.33519170558804,0.13400846010731,-2.50127272054039,0.0123747843138161,0.0642490329838347
"Dpm3",89.2098229798715,-0.505606788293253,0.20248041655452,-2.49706513299824,0.0125225953368957,0.0649370725223396
"Supt4a",136.643639919651,-0.417769109710829,0.167676700839388,-2.49151556310137,0.0127199394328893,0.0658799789896107
